,Project.Name,Latitude,Longitude,nearest_hospital,nearest_mall,nearest_mrt,nearest_busstop
2191,ENG KONG GREEN,1.3356643,103.7695327,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42309
2192,GRAND CHATEAU,1.3439766,103.7686684,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42181
2193,SELANTING GREEN,1.3428843,103.7688224,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42181
2194,BEAUTY WORLD PLAZA,1.3416449,103.7761142,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42099
2195,ENG KONG PARK,1.3364687,103.7683953,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42241
2196,BEAUTY WORLD CENTRE,1.342311,103.7763425,Jurong Community Hospital,Beauty World Centre,BEAUTY WORLD MRT STATION,42099
2197,KISMIS COURT,1.3379336,103.7708816,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42309
2198,MAYFAIR PARK,1.3414781,103.7808307,Jurong Community Hospital,Bukit Timah Plaza,BEAUTY WORLD MRT STATION,42089
2199,JK BUILDING,1.3405616,103.7741672,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42169
2200,KILAT CENTRE,1.3412746,103.7724179,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42161
2201,KILAT COURT,1.3408754,103.7742195,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42169
2202,MANDARIN PARK,1.30696268,103.9230385,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,93011
2203,CHUN TIN COURT,1.3421955,103.7747765,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42091
2204,TOH TUCK LODGE,1.3408327,103.7699188,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42239
2205,UOB CENTRE,1.342688,103.77606,Jurong Community Hospital,Beauty World Centre,BEAUTY WORLD MRT STATION,42091
2206,TOH YI COURT,1.336497,103.771755,Jurong Community Hospital,Beauty World Plaza,BEAUTY WORLD MRT STATION,42309
2207,CASPIAN,1.342858,103.717891,West Point Hospital,Boon Lay Shopping Centre,LAKESIDE MRT STATION,28099
2208,PARC OASIS,1.3441583,103.7332848,Ng Teng Fong General Hospital,JCube,CHINESE GARDEN MRT STATION,28459
2209,J GATEWAY,1.3357764,103.7424381,Ng Teng Fong General Hospital,Westgate,JURONG EAST MRT STATION,28061
2210,IVORY HEIGHTS,1.3378898,103.7351164,Ng Teng Fong General Hospital,JCube,CHINESE GARDEN MRT STATION,28269
2211,LAKEVILLE,1.345994936,103.7254798,West Point Hospital,Taman Jurong Shopping Centre,LAKESIDE MRT STATION,28591
2212,THE LAKEFRONT RESIDENCES,1.3430358,103.7190067,West Point Hospital,Boon Lay Shopping Centre,LAKESIDE MRT STATION,28099
2213,THE CENTRIS,1.3400168,103.7053819,West Point Hospital,Jurong Point,BOON LAY MRT STATION,22009
2214,PARC VISTA,1.344279,103.7174016,West Point Hospital,Boon Lay Shopping Centre,LAKESIDE MRT STATION,21239
2215,LAKE GRANDE,1.3459957,103.7246306,West Point Hospital,Taman Jurong Shopping Centre,LAKESIDE MRT STATION,28591
2216,LAKEPOINT CONDOMINIUM,1.3411376,103.7170121,West Point Hospital,Boon Lay Shopping Centre,LAKESIDE MRT STATION,21219
2217,THE LAKESHORE,1.345784,103.72204,West Point Hospital,Boon Lay Shopping Centre,LAKESIDE MRT STATION,28389
2218,PARK VIEW MANSION,1.333003,103.72543,West Point Hospital,Taman Jurong Shopping Centre,CHINESE GARDEN MRT STATION,21631
2219,LAKEHOLMZ,1.3423034,103.7166695,West Point Hospital,Boon Lay Shopping Centre,LAKESIDE MRT STATION,21229
2220,LAKESIDE TOWER,1.337277,103.725472,West Point Hospital,Taman Jurong Shopping Centre,LAKESIDE MRT STATION,21649
2221,THE MAYFAIR,1.345281151,103.73367,Ng Teng Fong General Hospital,JCube,CHINESE GARDEN MRT STATION,28481
2222,LAKESIDE APARTMENTS,1.335833,103.725584,West Point Hospital,Taman Jurong Shopping Centre,CHINESE GARDEN MRT STATION,21641
2223,NORTHVALE,1.386894589,103.7450777,Ng Teng Fong General Hospital,Lot One,CHOA CHU KANG MRT STATION,44541
2224,LE QUEST,1.3557406,103.7408842,Ng Teng Fong General Hospital,West Mall,BUKIT BATOK MRT STATION,40359
2225,THE HILLIER,1.3628978,103.7637771,Ng Teng Fong General Hospital,HillV2,HILLVIEW MRT STATION,43151
2226,REGENT HEIGHTS,1.3523748,103.7560359,Ng Teng Fong General Hospital,West Mall,BUKIT BATOK MRT STATION,43549
2227,HAZEL PARK CONDOMINIUM,1.3727532,103.7651026,Ng Teng Fong General Hospital,Hillion Mall,CASHEW MRT STATION,43111
2228,FORESQUE RESIDENCES,1.3693026,103.776308,Jurong Community Hospital,HillV2,PENDING LRT STATION,44351
2229,MERAWOODS,1.356343,103.7594,Ng Teng Fong General Hospital,HillV2,BUKIT GOMBAK MRT STATION,43289
2230,PALM GARDENS,1.3785136,103.7471265,Ng Teng Fong General Hospital,Keat Hong Shopping Centre,KEAT HONG LRT STATION,44449
2231,MAYSPRINGS,1.3767896,103.7635095,Ng Teng Fong General Hospital,Hillion Mall,BUKIT PANJANG LRT STATION,44859
2232,HILLVIEW REGENCY,1.3520756,103.7587824,Ng Teng Fong General Hospital,West Mall,BUKIT GOMBAK MRT STATION,43441
2233,THE SKYWOODS,1.365285,103.7715668,Ng Teng Fong General Hospital,HillV2,HILLVIEW MRT STATION,43969
2234,CASHEW HEIGHTS CONDOMINIUM,1.37383,103.7671866,Ng Teng Fong General Hospital,Hillion Mall,PETIR LRT STATION,43129
2235,KINGSFORD . HILLVIEW PEAK,1.3645826,103.7641012,Ng Teng Fong General Hospital,HillV2,HILLVIEW MRT STATION,43159
2236,HILLION RESIDENCES,1.3787715,103.7636634,Ng Teng Fong General Hospital,Hillion Mall,BUKIT PANJANG LRT STATION,44731
2237,THE TENNERY,1.3802726,103.7602768,Ng Teng Fong General Hospital,Junction 10,BUKIT PANJANG MRT STATION,44041
2238,NATURA@HILLVIEW,1.3528919,103.7590869,Ng Teng Fong General Hospital,Rail Mall,BUKIT GOMBAK MRT STATION,43239
2239,HILLVIEW HEIGHTS,1.3610661,103.7652449,Ng Teng Fong General Hospital,HillV2,HILLVIEW MRT STATION,43267
2240,CENTURY MANSIONS,1.357508,103.7621314,Ng Teng Fong General Hospital,HillV2,HILLVIEW MRT STATION,43259
